Label,LOF_Score
0,1.1601595871869075
0,1.0776637985655277
0,1.0983000671329852
0,1.783564056688934
0,1.1178952651934289
0,1.250271840006702
0,1.6739258245323854
0,1.4381707646266517
0,1.0944203999995934
0,3.3919471801035983
0,1.7607975037654746
0,1.0360810834312826
0,1.6745793879392443
0,1.1046203519499742
0,1.8644860121776143
0,1.0754329466653865
0,0.7857151651256935
0,2.4198954196010822
0,3.06451846396989
0,3.06451846396989
0,2.261043491786967
0,1.0474989337156482
0,1.3683693078395704
0,1.2948717333360862
0,1.2205127768435442
0,1.7404239277174232
0,1.6801212812012198
0,2.277775161049785
0,2.7769385093263583
0,1.16953869273256
0,1.3542929921791087
0,1.097003405870245
0,1.209045421732888
0,2.351050100970626
0,1.0046835076871026
0,2.7279727760782135
0,1.5341806896646704
0,3.120860184011628
0,2.4185791305895634
0,1.5565863440895837
0,1.46206447045047
0,1.2150195619015283
0,1.032349415732084
0,3.0808908875272656
0,1.934604548597973
0,0.9220093864465724
0,1.0546271900848236
0,1.2044535187144618
0,2.9721420546763584
0,2.410206232405393
0,2.6612298498266145
0,1.4128663759419913
0,1.6085391651438357
0,1.8164088652819994
0,2.110309806944734
0,2.110309806944734
0,0.8204455578049924
0,1.983488441660483
0,1.4132377241641654
0,1.151264718692706
0,1.9753996483433145
0,3.750820341812905
0,2.132825277417076
0,1.6060182317738998
0,1.2253152908256024
0,1.4175985715922184
0,1.9129529293840009
0,1.6914054953566016
0,1.1000347586605748
0,2.8179807734291034
0,2.8179807734291034
0,4.522690310613425
0,4.899064174262838
0,3.1572879435710566
0,5.246734209248091
0,4.814021279871881
0,4.667573014205279
0,2.5694816761043464
0,1.2838482358395482
0,1.6491320077594753
0,1.681991704982939
0,1.7716444797981705
0,2.69709015285152
0,2.973901214347813
0,7.013554559624009
0,1.2082310602925193
0,7.739067931656969
0,1.9663627200502183
0,1.8525648637697807
0,2.7762006654238736
0,3.482987866673934
0,3.602621567448783
0,2.300618764423389
0,2.9318653203296057
0,1.9601276625608963
0,5.2284445153856405
0,1.1243310220122245
0,1.3188169277324242
0,1.753821112485247
0,5.718437795682381
0,1.787079053790159
0,5.5189781640680655
0,3.496599046460035
0,3.1283746451249606
0,2.1514646145688014
0,1.9232141783002992
0,1.4732876540925859
0,4.0714696794638945
0,1.2531328984280725
0,1.0747003583143857
0,1.4066906236702192
0,2.992833631733596
0,1.2029895185978723
0,4.099558525390873
0,2.992833631733596
1,1.747756216685185
1,1.4372239417107742
1,2.199309825942218
1,1.1580415607581533
1,1.9771185446556203
1,2.750600145650864
1,2.055058886481195
1,2.7677099990102834
1,0.9695487677908481
1,2.717372566415649
1,1.925219858068396
1,1.2676057648001622
1,2.285249767445537
1,1.827081397449163
1,2.4117047105490714
1,2.580724278331023
1,2.4586694951099735
1,7.115217011745386
1,2.5922469427171384
1,3.0014047994908637
1,1.0859416871434022
1,2.447548702760213
1,3.7290084216938117
1,2.814336425096605
1,0.8859383850183061
1,1.2954674455183652
1,2.4104038551559404
1,2.8742124249295125
1,1.8060124064107348
1,2.029060371206037
1,2.0260071354840625
1,0.6169473880574048
1,1.5036672530924704
1,1.7091910639868253
1,1.7027994464208542
1,1.8663110310413284
1,2.9548954837618324
1,5.751075645574856
1,1.5473254451785308
1,1.5643003918305927
1,1.140275136862271
1,1.5931287839947623
1,1.4429178667942442
1,1.0355973588542775
1,1.2258677892657832
1,2.5845515230961573
1,0.8949057023668715
1,1.0203703173644378
1,1.1216769411987093
1,1.2897789986124226
1,2.039227647430946
1,1.8178205047500096
1,2.7508602172732375
1,1.7259782776434576
1,4.045958463322472
1,2.465099775422259
1,1.4619212778507538
1,1.5353223809494003
1,2.3714410858765715
1,2.4020860140212896
1,1.4354216491616467
1,1.0702985633997806
1,1.4457791370212567
1,2.176319089884609
1,1.9674616657305712
1,1.374200268891409
1,1.0748258011804566
1,1.8087336867699655
1,1.2928377631247783
1,3.7262994323742924
1,2.9959487054807865
1,2.272806568020945
1,1.3070649358181674
1,1.0931172392116428
1,1.024528329069062
1,1.1423549682680787
1,1.9659859983193269
1,2.722695442973877
1,2.004297262655848
1,2.162249438647405
1,0.8876136115853974
1,2.195730249315342
1,1.9152080945607775
1,2.5234394050516804
1,4.770780497700966
1,3.604711300970623
1,3.71228249060245
1,2.196671203904116
1,2.2368525138130115
1,2.811738487028786
1,1.4590169670607258
1,1.6329526991306629
1,1.5965945577985603
1,3.2038771653875266
1,0.7368256137160503
1,0.7775036811796286
1,2.378413409749224
1,2.187914260957105
1,2.5987292613979274
1,2.061826109823108
1,9.405154243537002
1,3.7589668964748726
1,2.039410882255494
1,1.507538447273085
1,0.8765830807220087
1,1.190394362583302
1,2.002243899221724
1,1.2047916309740547
1,1.8341248299909154
1,2.7243678936965283
1,1.5644000915604444
1,1.1746443275336476
1,2.261188346893938
1,1.6550130716243037
1,1.1746443275336476
